class, main_axis, max_defect, min_defect, area_ratio
0, 133.135, 8145, 114, 0.415208671162
0, 137.528, 8654, 114, 0.419612392521
0, 108.674, 7248, 114, 0.418066131219
0, 132.85, 7960, 114, 0.418466479326
0, 139.635, 8019, 114, 0.419914134742
0, 116.516, 8721, 114, 0.415995094604
0, 113.159, 6778, 114, 0.41404494382
0, 125.925, 8441, 114, 0.416169764995
0, 130.648, 8062, 114, 0.417603444152
0, 111.126, 7066, 162, 0.41204538225
0, 106.93, 6646, 262, 0.419733656174
0, 137.906, 8586, 114, 0.417167503359
0, 116.103, 8065, 114, 0.416165413534
0, 124.338, 8014, 114, 0.413907933399
0, 122.577, 8701, 114, 0.417650620648
0, 142.274, 8212, 114, 0.418279490765
0, 144.931, 8221, 393, 0.418391874079
0, 116.043, 8337, 114, 0.413142423668
0, 122.577, 7725, 307, 0.418125643666
0, 103.47, 6517, 114, 0.412324030625
0, 104.738, 7273, 114, 0.41945710323
0, 133.462, 8574, 114, 0.419329360236
0, 119.403, 7410, 327, 0.417242332136
0, 130.973, 7885, 114, 0.418723133259
0, 102.489, 7291, 114, 0.41864811546
0, 125.575, 7500, 409, 0.416018662519
0, 112.486, 7566, 114, 0.413871166907
0, 123.891, 7833, 315, 0.416188182997
0, 100.623, 6582, 114, 0.414175386148
0, 110.073, 8002, 114, 0.418567688856
0, 112.929, 6893, 114, 0.417454624497
0, 109.238, 6564, 256, 0.415354807459
0, 123.649, 7607, 114, 0.416071739509
0, 111.221, 7029, 114, 0.416657485954
0, 123.016, 7434, 114, 0.415667933353
0, 122.376, 7099, 114, 0.415847860539
0, 125.734, 8284, 343, 0.419635247997
0, 114.56, 6897, 114, 0.415168280314
0, 112.45, 8028, 114, 0.421490977382
0, 138.293, 7956, 114, 0.419027345669
0, 132.201, 8393, 114, 0.414173707848
0, 107.355, 6787, 213, 0.416778224007
0, 121.696, 7175, 114, 0.419301327088
0, 112.009, 6902, 229, 0.417375390247
0, 132.401, 8193, 114, 0.41813927217
0, 124.423, 7786, 252, 0.41690813022
0, 126.846, 7555, 114, 0.418496583144
0, 134.134, 8062, 114, 0.419919246299
0, 107.336, 8110, 114, 0.416896144768
0, 129.808, 7739, 114, 0.416248051273
0, 116.867, 7237, 114, 0.415986462274
0, 120.104, 7472, 114, 0.412410414588
0, 104.235, 6276, 114, 0.414311408016
0, 120.603, 8519, 114, 0.415265635508
0, 128.004, 8072, 114, 0.415541889625
0, 146.7, 9055, 114, 0.419859653481
0, 115.663, 8150, 114, 0.416373636282
0, 142.056, 7958, 114, 0.421003427859
0, 119.474, 8394, 171, 0.415942297022
0, 127.13, 7600, 114, 0.421283752219
0, 104.69, 6481, 114, 0.415549597855
0, 113.004, 7390, 114, 0.411022297013
0, 106.532, 6810, 229, 0.413027916965
0, 101.4, 6496, 114, 0.416128260349
0, 113.159, 7045, 114, 0.416873963516
0, 127.252, 7016, 114, 0.414381534819
0, 129.294, 8292, 114, 0.416673081364
0, 111.328, 6934, 229, 0.416129384767
0, 112.894, 7071, 114, 0.41604457996
0, 115.451, 7202, 162, 0.414945193929
0, 111.893, 8291, 114, 0.418130211105
0, 124.169, 8313, 114, 0.419401197605
0, 144.838, 8646, 114, 0.420250408274
0, 119.474, 8534, 114, 0.419888597641
0, 109.289, 7990, 250, 0.419886252206
0, 111.018, 6434, 186, 0.413780532264
0, 113.358, 7874, 114, 0.422785671743
0, 145.674, 7574, 114, 0.415915258689
0, 103.711, 6719, 114, 0.415380877172
0, 114.07, 7831, 114, 0.421256916343
0, 123.102, 7539, 114, 0.418376293179
0, 135.484, 7855, 114, 0.418758366801
0, 112.058, 6946, 289, 0.417923402409
0, 120.806, 7825, 381, 0.418888697746
0, 117.038, 7226, 114, 0.414244741874
0, 135.912, 8657, 114, 0.416865671642
0, 114.63, 7712, 288, 0.414194811552
0, 116.606, 7847, 114, 0.414953084448
0, 101.203, 6631, 114, 0.418140804939
0, 132.242, 8008, 114, 0.421109986767
0, 112.699, 7205, 114, 0.419555453184
0, 104.019, 7308, 114, 0.423178061608
0, 112.071, 6557, 114, 0.414970679545
0, 102.883, 6409, 263, 0.415782069318
0, 123.568, 7835, 114, 0.417786869277
0, 132.966, 7303, 114, 0.415810889363
0, 112.004, 7170, 114, 0.417523564696
0, 120.441, 8156, 229, 0.415725765436
0, 140.858, 8711, 114, 0.418437832094
0, 109.371, 7549, 114, 0.41935483871
