class, main_axis, max_defect, min_defect, area_ratio
0, 106.508, 10121, 114, 0.373331065567
0, 126.289, 11094, 162, 0.381225660996
0, 106.32, 9241, 958, 0.379782563245
0, 112.071, 10047, 950, 0.376584043995
0, 106.099, 10052, 186, 0.376518548716
0, 123.968, 10971, 142, 0.377845884413
0, 93.984, 8492, 830, 0.37601260126
0, 113.159, 10813, 142, 0.373869171886
0, 114.809, 10403, 114, 0.375464684015
0, 101.02, 8960, 787, 0.374311148792
0, 92.655, 8367, 114, 0.373413173653
0, 121.38, 10811, 114, 0.376135252201
0, 113.217, 10129, 986, 0.375152367557
0, 103.586, 10099, 114, 0.371186275465
0, 130.817, 11061, 256, 0.378347707671
0, 114.481, 10646, 201, 0.376640324802
0, 109.238, 10390, 1111, 0.377141534187
0, 113.719, 10396, 848, 0.376376756551
0, 104.403, 9610, 114, 0.373659173585
0, 93.941, 8212, 114, 0.373364601333
0, 116.039, 9272, 114, 0.375579903267
0, 124.31, 10771, 114, 0.378659586682
0, 107.703, 9324, 114, 0.375634517766
0, 113.759, 10183, 114, 0.377131474104
0, 113.442, 9263, 162, 0.375141359104
0, 99.644, 9483, 162, 0.373714839961
0, 105.309, 9347, 905, 0.37195863747
0, 105.551, 9919, 114, 0.374090783537
0, 95.88, 8372, 162, 0.369334975369
0, 118.068, 9846, 114, 0.374604356731
0, 97.082, 8712, 835, 0.378193281878
0, 90.824, 8208, 162, 0.3766312965
0, 109.659, 9571, 162, 0.375315519192
0, 98.351, 8886, 142, 0.372065217391
0, 99.985, 9395, 114, 0.376402849615
0, 94.021, 8928, 162, 0.376497792727
0, 116.108, 10639, 951, 0.37778530882
0, 91.302, 8681, 711, 0.374273086764
0, 131.015, 10199, 114, 0.377305079262
0, 106.93, 10342, 114, 0.377175067396
0, 117.686, 10558, 142, 0.37248701152
0, 99.624, 8736, 114, 0.375611927014
0, 100.896, 9151, 1089, 0.375411104662
0, 98.884, 8701, 114, 0.37441063009
0, 111.517, 10177, 114, 0.37575126212
0, 112.004, 9781, 966, 0.375487370741
0, 104.278, 9608, 162, 0.373673799676
0, 111.987, 10049, 938, 0.376258653241
0, 117.881, 10047, 962, 0.379193290735
0, 106.438, 9880, 162, 0.377616329355
0, 102.343, 9199, 114, 0.37445371474
0, 108.227, 9374, 872, 0.374016815839
0, 88.6, 8025, 772, 0.375962031811
0, 121.491, 10804, 1055, 0.376746131326
0, 116.297, 10150, 142, 0.375257731959
0, 130.507, 11491, 114, 0.378650367352
0, 116.692, 10253, 898, 0.375358422939
0, 108.674, 10108, 114, 0.375941004763
0, 114.039, 10496, 848, 0.373142542653
0, 103.247, 9736, 162, 0.377146021783
0, 94.048, 8192, 724, 0.36924184261
0, 100.265, 9070, 894, 0.372330352446
0, 94.069, 8441, 142, 0.371475953566
0, 98.153, 8209, 114, 0.374384236453
0, 100.319, 8823, 934, 0.374767513949
0, 96.13, 9074, 186, 0.3775892681
0, 119.854, 10357, 114, 0.375104111456
0, 97.985, 8629, 114, 0.375246440307
0, 99.825, 8816, 114, 0.375393659458
0, 98.005, 9098, 114, 0.375462326958
0, 124.74, 10614, 114, 0.376293179029
0, 122.413, 10686, 114, 0.375137254902
0, 120.503, 10875, 1182, 0.378479293958
0, 124.908, 10779, 1096, 0.377623519804
0, 116.482, 10038, 114, 0.375850009714
0, 88.888, 8187, 750, 0.377167277167
0, 124.064, 9995, 114, 0.375126475548
0, 109.659, 9504, 201, 0.378101165951
0, 95.383, 8456, 861, 0.370401538831
0, 125.575, 9850, 1120, 0.375576036866
0, 110.549, 9540, 256, 0.377882189159
0, 106.283, 10115, 186, 0.379447954772
0, 99.035, 8846, 142, 0.373550880206
0, 115.412, 9987, 162, 0.377368195456
0, 105.802, 9188, 1024, 0.374109602051
0, 118.87, 11024, 114, 0.376196482897
0, 108.674, 9856, 861, 0.372199049374
0, 106.85, 10141, 849, 0.372482888602
0, 100.245, 8560, 256, 0.371861065478
0, 115.278, 10161, 1092, 0.378920467746
0, 94.921, 8936, 114, 0.372869802318
0, 122.589, 9275, 256, 0.376708533432
0, 92.779, 8346, 162, 0.373583609935
0, 90.824, 7967, 801, 0.372924648787
0, 102.069, 9708, 114, 0.375555985303
0, 101.71, 9064, 857, 0.376309970195
0, 100.603, 9072, 114, 0.373528475978
0, 104.293, 10104, 114, 0.374485183325
0, 127.004, 11290, 114, 0.376888713704
0, 121.198, 9544, 1189, 0.377289377289
